what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1511687729085
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511687729407
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511687733145
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687734021
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687749473
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511687766193
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511687776166
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687780062
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687799075
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1511687802132
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687805131
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687807801
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.run",1511687807842
error,log,,,"Server Tomcat v6.0 Server at localhost failed to start.",1511687808056
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687808132
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687808252
activated,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1511687808269
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511687808420
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687811863
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687811941
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687814328
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687949623
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1511687952163
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687961841
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511687997205
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.run",1511688006775
error,log,,,"Server Tomcat 9 at localhost failed to start.",1511688006997
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688007109
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688007239
activated,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1511688007249
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511688007472
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688009296
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688009350
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1511688011692
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688014594
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688015410
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1511688015440
closed,editor,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1511688015579
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.run",1511688022332
error,log,,,"Server Tomcat 9 at localhost failed to start.",1511688022507
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688022595
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688022665
activated,view,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.pde.runtime.LogView",1511688022675
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511688022851
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688024660
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688024725
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511688029909
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511688030068
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511688030212
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688030899
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688054453
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1511688055893
opened,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1511688058489
activated,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1511688058524
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688061118
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688101249
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1511688103089
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.run",1511688104918
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511688105905
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1511688107250
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511688109256
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688112753
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688114807
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.launchShortcut.run",1511688114847
started,bundle,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser",1511688114908
opened,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511688115003
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511688115019
activated,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1511688117847
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511688118509
closed,editor,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.editor",1511688118509
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511688120343
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1511688120497
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511688129773
error,log,,,"File not found: '/Anil/src/__2F_Anil_2F_WebContent_2F_test_2E_jsp.java'",1511688129887
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511688131356
activated,editor,org.eclipse.jst.jsp.ui,1.1.401.v200908111935,"org.eclipse.jst.jsp.core.jspsource.source",1511688134002
closed,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511688134002
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511688137042
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688139923
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688141935
executed,command,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.launchShortcut.run",1511688141978
opened,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511688142039
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511688142054
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511688143442
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511688144537
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688145411
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688147683
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688151235
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688152514
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688153668
activated,view,org.eclipse.ui.navigator.resources,3.4.1.M20090826-0800,"org.eclipse.ui.navigator.ProjectExplorer",1511688171772
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688171865
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688187159
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688237872
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511688241342
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688250693
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688252806
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511688254528
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511688257341
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688272063
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.delete",1511688273354
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511688316123
