what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugPerspective",1511692806501
started,bundle,org.eclipse.mylyn.ide.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.ide.ui",1511692807289
opened,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.BreakpointView",1511692807305
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511692807702
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511692810656
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511692810686
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692825033
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692920035
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511692926090
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1511692928158
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692932078
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511692932773
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692933622
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511692933827
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1511692936510
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692939195
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692939980
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692940513
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692943273
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511692944672
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511692946330
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511692949058
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1511692949100
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511692950510
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511692951095
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511692951842
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511692954165
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511692957104
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692957217
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692959101
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692969955
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692974900
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511692977819
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511692978455
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511692980832
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693021598
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693023418
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693027143
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693029363
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1511693029393
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693031255
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693031806
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693034423
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693037283
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693038563
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693040434
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693042241
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693042279
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693044203
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693051489
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693058538
opened,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693059343
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693059377
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693061649
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693062209
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1511693063617
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693063947
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693065416
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693066687
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693069823
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693069858
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693070533
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693071695
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693074130
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693074253
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693075543
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693079223
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511693079830
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693080603
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693168432
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693173137
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693173428
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511693175193
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693177300
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693179360
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1511693179399
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693180775
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693181242
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693181796
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693183433
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693189077
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693189130
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693191045
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693213026
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511693213515
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693214244
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693219885
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511693221339
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693221692
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693252406
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511693260564
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693260897
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693286314
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693294947
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693304691
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693306216
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693306808
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693308600
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693321818
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693322782
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693327436
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693328845
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693333650
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693335282
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693425195
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693435086
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693441887
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693445437
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693448065
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1511693448097
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693450263
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693450823
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693451588
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693453236
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693455676
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693455718
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693457547
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693478824
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693481940
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693483879
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693558499
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693561475
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693561777
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693562818
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693563185
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693563606
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693564898
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693566465
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693566936
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1511693571733
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693572443
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693574729
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693581896
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693582742
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693585244
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1511693585274
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Terminate",1511693592253
activated,view,org.eclipse.wst.server.ui,1.1.103.v20100123,"org.eclipse.wst.server.ui.ServersView",1511693592528
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693595347
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693599155
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693601834
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693603235
error,log,,,"Error configuring launch",1511693603268
opened,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693606035
activated,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693606064
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693607692
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693610854
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693610887
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693611447
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693612032
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693613133
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693615090
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693615257
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693617105
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693627035
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693634268
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693640945
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693643872
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1511693643904
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693645778
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693646377
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693647084
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693648843
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693650741
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693650771
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693652502
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693667568
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693669881
closed,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693671639
closed,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693673527
closed,editor,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser.editor",1511693674846
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693678499
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693678539
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693681487
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693685457
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693706015
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693710582
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693778715
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693780754
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1511693782120
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693785293
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693785551
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693785852
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693786023
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693786592
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693786954
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693788635
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1511693789040
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.delete.line",1511693790874
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693791443
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693794198
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1511693794236
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693795290
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693795875
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693801970
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693803123
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693805385
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693805428
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693807480
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693817752
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693831864
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693837428
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693841190
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693841217
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693841999
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693843118
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693845039
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693845196
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693847035
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693857513
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693858229
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693859178
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693868117
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1511693869882
activated,view,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.DebugView",1511693872839
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.Resume",1511693872873
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693873977
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.StepOver",1511693874559
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1511693877082
executed,command,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui.commands.Inspect",1511693879236
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693879271
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1511693880717
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1511693908091
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1511693910283
